snapshot_date,account_id,customer_id,account_type,product_name,opened_date,status,balance,credit_limit,interest_rate,daily_net_amount,daily_txn_count
2025-08-01,ACC0000003483,CUST0001751,CREDIT_CARD,Kartu Classic,2022-10-05,CLOSED,0.00,18716826.54,0.0428,0.00,0
2025-08-01,ACC0000003571,CUST0001799,SAVINGS,Tabungan Berjangka,2024-11-28,ACTIVE,10360037.47,,0.05,2457258.41,1
2025-08-01,ACC0000003578,CUST0001803,INVESTMENT,Deposito,2024-10-09,ACTIVE,0.00,,0.1089,1971894.82,1
2025-08-01,ACC0000003727,CUST0001877,SAVINGS,Tabungan Haji,2023-09-18,ACTIVE,15992595.74,,0.0817,0.00,0
2025-08-01,ACC0000003975,CUST0002005,SAVINGS,Tabungan Haji,2023-07-03,ACTIVE,41618074.12,,0.0802,0.00,0
2025-08-01,ACC0000004145,CUST0002086,CREDIT_CARD,Kartu Classic,2023-04-04,ACTIVE,0.00,44248273.24,0.024,-170693.17,3
2025-08-01,ACC0000004290,CUST0002157,CREDIT_CARD,Kartu Platinum,2023-09-25,ACTIVE,0.00,38461230.30,0.0357,-5997682.22,2
2025-08-01,ACC0000004450,CUST0002235,INVESTMENT,Reksa Dana,2024-01-31,ACTIVE,0.00,,0.0589,0.00,0
2025-08-01,ACC0000004623,CUST0002320,CREDIT_CARD,Kartu Classic,2025-02-26,ACTIVE,0.00,5840176.91,0.0854,30551.03,3
2025-08-01,ACC0000004794,CUST0002405,LOAN,Kredit Kendaraan,2022-12-09,ACTIVE,0.00,,0.0518,-1006316.43,5
2025-08-01,ACC0000005027,CUST0002521,SAVINGS,Tabungan Berjangka,2021-11-06,ACTIVE,49864218.01,,0.0102,2591678.52,2
2025-08-01,ACC0000005031,CUST0002523,LOAN,Kredit Usaha,2023-04-02,ACTIVE,0.00,,0.0129,7983689.66,2
2025-08-01,ACC0000005344,CUST0002682,LOAN,KPR Rumah,2021-08-20,ACTIVE,0.00,,0.0653,-1947001.34,1
2025-08-01,ACC0000005345,CUST0002682,LOAN,KPR Rumah,2021-07-10,DORMANT,0.00,,0.1177,0.00,0
2025-08-01,ACC0000005663,CUST0002841,LOAN,Kredit Kendaraan,2022-11-08,ACTIVE,0.00,,0.0947,0.00,0
2025-08-01,ACC0000005969,CUST0002998,INVESTMENT,Obligasi,2023-01-14,DORMANT,0.00,,0.1187,0.00,0
2025-08-01,ACC0000006184,CUST0003106,LOAN,Kredit Usaha,2023-08-16,ACTIVE,0.00,,0.0809,-1128292.74,1
2025-08-01,ACC0000006392,CUST0003212,SAVINGS,Tabungan Haji,2024-06-27,ACTIVE,34039198.58,,0.0183,-2552945.10,2
2025-08-01,ACC0000006673,CUST0003353,CREDIT_CARD,Kartu Gold,2022-10-02,ACTIVE,0.00,44089161.87,0.0136,1567057.55,2
2025-08-01,ACC0000006681,CUST0003356,INVESTMENT,Reksa Dana,2024-10-19,ACTIVE,0.00,,0.145,-3199637.78,1
2025-08-01,ACC0000006982,CUST0003512,LOAN,Kredit Kendaraan,2024-05-29,ACTIVE,0.00,,0.1265,-935946.70,1
2025-08-01,ACC0000007410,CUST0003724,CREDIT_CARD,Kartu Virtual,2024-06-27,ACTIVE,0.00,11980205.94,0.0307,-928673.92,3
2025-08-01,ACC0000007453,CUST0003745,SAVINGS,Tabungan Rencana,2025-01-07,ACTIVE,6517362.45,,0.0823,2703290.18,3
2025-08-01,ACC0000007605,CUST0003819,SAVINGS,Tabungan Berjangka,2022-02-09,ACTIVE,23366875.24,,0.0336,158231.59,1
2025-08-01,ACC0000007631,CUST0003834,SAVINGS,Tabungan Rencana,2024-01-06,ACTIVE,40587389.88,,0.0253,34339.50,2
2025-08-01,ACC0000007754,CUST0003898,INVESTMENT,Obligasi,2024-05-20,ACTIVE,0.00,,0.0536,3366566.14,3
2025-08-01,ACC0000000233,CUST0000118,LOAN,Kredit Kendaraan,2024-12-23,ACTIVE,0.00,,0.0384,91731.49,1
2025-08-01,ACC0000000284,CUST0000142,CREDIT_CARD,Kartu Classic,2023-06-03,ACTIVE,0.00,28363319.45,0.0632,1227406.01,1
2025-08-01,ACC0000000408,CUST0000206,LOAN,KTA Personal,2024-08-21,DORMANT,0.00,,0.1046,0.00,0
2025-08-01,ACC0000000427,CUST0000215,SAVINGS,Tabungan Haji,2024-11-07,ACTIVE,21432625.48,,0.0372,1845242.89,3
2025-08-01,ACC0000000549,CUST0000277,SAVINGS,Tabungan Haji,2024-02-03,ACTIVE,6681787.13,,0.1082,-4153199.76,1
2025-08-01,ACC0000000568,CUST0000287,SAVINGS,Tabungan Haji,2022-08-22,ACTIVE,3781591.10,,0.1489,1856378.84,4
2025-08-01,ACC0000000663,CUST0000328,CREDIT_CARD,Kartu Platinum,2024-03-08,ACTIVE,0.00,33697917.59,0.0141,-7021881.60,3
2025-08-01,ACC0000001051,CUST0000525,LOAN,KPR Rumah,2023-10-05,ACTIVE,0.00,,0.0469,-1703024.62,1
2025-08-01,ACC0000001059,CUST0000529,CREDIT_CARD,Kartu Platinum,2022-10-05,ACTIVE,0.00,27277310.29,0.0774,823820.43,1
2025-08-01,ACC0000001406,CUST0000708,SAVINGS,Tabungan Haji,2024-03-11,ACTIVE,25083747.82,,0.0606,0.00,0
2025-08-01,ACC0000001536,CUST0000771,SAVINGS,Tabungan Haji,2023-08-04,ACTIVE,21417391.75,,0.1497,252782.66,4
2025-08-01,ACC0000001620,CUST0000816,LOAN,Kredit Kendaraan,2022-08-18,ACTIVE,0.00,,0.1083,1475514.88,2
2025-08-01,ACC0000002237,CUST0001121,CREDIT_CARD,Kartu Gold,2022-05-17,CLOSED,0.00,34523538.35,0.0997,0.00,0
2025-08-01,ACC0000002244,CUST0001125,CREDIT_CARD,Kartu Classic,2022-05-06,ACTIVE,0.00,28491334.84,0.0848,3672024.29,3
2025-08-01,ACC0000002408,CUST0001207,CREDIT_CARD,Kartu Gold,2023-08-16,ACTIVE,0.00,14600888.61,0.1359,569989.61,2
2025-08-01,ACC0000002680,CUST0001353,INVESTMENT,Reksa Dana,2023-06-11,ACTIVE,0.00,,0.0925,-2576488.35,2
2025-08-01,ACC0000002736,CUST0001382,SAVINGS,Tabungan Berjangka,2024-04-22,ACTIVE,17297760.78,,0.1231,7969712.28,3
2025-08-01,ACC0000002768,CUST0001399,CREDIT_CARD,Kartu Virtual,2022-01-27,ACTIVE,0.00,24108708.80,0.1332,-2278266.45,2
2025-08-01,ACC0000002925,CUST0001476,LOAN,Kredit Kendaraan,2023-09-03,ACTIVE,0.00,,0.0982,14356638.89,4
2025-08-01,ACC0000003671,CUST0001852,CREDIT_CARD,Kartu Platinum,2021-12-01,ACTIVE,0.00,21131879.46,0.1102,-5864662.69,4
2025-08-01,ACC0000003837,CUST0001936,LOAN,Kredit Kendaraan,2025-06-24,ACTIVE,0.00,,0.1362,0.00,0
2025-08-01,ACC0000004437,CUST0002228,SAVINGS,Tabungan Haji,2022-10-09,ACTIVE,21383204.20,,0.0176,-5105277.41,2
2025-08-01,ACC0000004493,CUST0002256,LOAN,KTA Personal,2023-08-21,ACTIVE,0.00,,0.0494,570208.09,2
2025-08-01,ACC0000004582,CUST0002299,CREDIT_CARD,Kartu Platinum,2021-08-28,ACTIVE,0.00,15065361.03,0.0656,-1475961.16,3
2025-08-01,ACC0000004626,CUST0002323,LOAN,KPR Rumah,2023-11-16,ACTIVE,0.00,,0.0903,6769831.72,3
2025-08-01,ACC0000004710,CUST0002366,INVESTMENT,SBN Retail,2023-04-29,ACTIVE,0.00,,0.0884,-1728976.72,1
2025-08-01,ACC0000004864,CUST0002439,CREDIT_CARD,Kartu Platinum,2021-12-02,ACTIVE,0.00,28604910.56,0.0898,-7093748.98,3
2025-08-01,ACC0000004886,CUST0002452,INVESTMENT,SBN Retail,2023-06-11,DORMANT,0.00,,0.1482,0.00,0
2025-08-01,ACC0000005098,CUST0002559,INVESTMENT,Reksa Dana,2023-10-23,ACTIVE,0.00,,0.1443,2961969.77,2
2025-08-01,ACC0000005631,CUST0002827,SAVINGS,Tabungan Berjangka,2023-12-12,SUSPENDED,39698511.61,,0.0773,0.00,0
2025-08-01,ACC0000005811,CUST0002921,INVESTMENT,Reksa Dana,2025-02-17,CLOSED,0.00,,0.0474,0.00,0
2025-08-01,ACC0000006073,CUST0003052,LOAN,Kredit Kendaraan,2022-10-06,ACTIVE,0.00,,0.0352,0.00,0
2025-08-01,ACC0000006091,CUST0003061,INVESTMENT,Reksa Dana,2023-05-17,ACTIVE,0.00,,0.0558,2203256.26,2
2025-08-01,ACC0000006404,CUST0003218,CREDIT_CARD,Kartu Platinum,2022-07-20,ACTIVE,0.00,45280453.24,0.1431,-1883831.69,1
2025-08-01,ACC0000006414,CUST0003223,SAVINGS,Tabungan Haji,2024-08-20,ACTIVE,40909020.36,,0.0211,3460867.95,1
2025-08-01,ACC0000007297,CUST0003669,SAVINGS,Tabungan Rencana,2024-04-06,ACTIVE,16330322.42,,0.1462,-219272.42,2
2025-08-01,ACC0000007856,CUST0003948,CREDIT_CARD,Kartu Virtual,2023-05-13,ACTIVE,0.00,43583796.98,0.1207,-3717994.76,1
2025-08-01,ACC0000007867,CUST0003954,SAVINGS,Tabungan Berjangka,2021-04-05,DORMANT,33871260.55,,0.0193,0.00,0
2025-08-01,ACC0000000053,CUST0000028,CREDIT_CARD,Kartu Gold,2024-04-14,ACTIVE,0.00,27588048.14,0.0782,0.00,0
2025-08-01,ACC0000000125,CUST0000065,INVESTMENT,SBN Retail,2024-05-21,ACTIVE,0.00,,0.1025,-1429665.76,6
2025-08-01,ACC0000000153,CUST0000076,SAVINGS,Tabungan Haji,2024-03-19,ACTIVE,14159978.23,,0.0518,3914715.64,1
2025-08-01,ACC0000000505,CUST0000254,INVESTMENT,Reksa Dana,2023-03-01,ACTIVE,0.00,,0.028,10167186.27,6
2025-08-01,ACC0000000565,CUST0000286,CREDIT_CARD,Kartu Platinum,2023-08-20,DORMANT,0.00,36449579.09,0.1311,0.00,0
2025-08-01,ACC0000000675,CUST0000333,CREDIT_CARD,Kartu Gold,2022-08-05,ACTIVE,0.00,37234046.00,0.014,-9436044.12,7
2025-08-01,ACC0000000736,CUST0000366,SAVINGS,Tabungan Berjangka,2023-02-08,ACTIVE,48679985.58,,0.0814,-1091733.49,1
2025-08-01,ACC0000000932,CUST0000465,LOAN,KPR Rumah,2022-12-02,ACTIVE,0.00,,0.0666,-2696519.24,2
2025-08-01,ACC0000001342,CUST0000674,CREDIT_CARD,Kartu Gold,2023-07-25,ACTIVE,0.00,48366781.18,0.1333,5654190.30,2
2025-08-01,ACC0000002102,CUST0001059,SAVINGS,Tabungan Rencana,2022-12-12,ACTIVE,37190388.98,,0.08,-5673938.51,2
2025-08-01,ACC0000002418,CUST0001212,CREDIT_CARD,Kartu Platinum,2022-11-10,ACTIVE,0.00,15606553.19,0.0414,1145090.73,1
2025-08-01,ACC0000002756,CUST0001393,CREDIT_CARD,Kartu Gold,2022-03-24,SUSPENDED,0.00,13603664.61,0.0118,0.00,0
2025-08-01,ACC0000002901,CUST0001464,LOAN,Kredit Kendaraan,2024-03-26,ACTIVE,0.00,,0.0551,-3733873.38,3
2025-08-01,ACC0000003023,CUST0001523,LOAN,KPR Rumah,2024-11-25,ACTIVE,0.00,,0.0612,-2497805.25,3
2025-08-01,ACC0000003059,CUST0001539,SAVINGS,Tabungan Rencana,2021-06-05,ACTIVE,9539270.62,,0.094,465554.20,1
2025-08-01,ACC0000003140,CUST0001581,CREDIT_CARD,Kartu Gold,2023-08-27,ACTIVE,0.00,42934791.13,0.1021,3949595.90,2
2025-08-01,ACC0000003433,CUST0001725,LOAN,Kredit Kendaraan,2023-04-10,ACTIVE,0.00,,0.0914,-2531144.41,1
2025-08-01,ACC0000003443,CUST0001730,SAVINGS,Tabungan Haji,2024-12-19,ACTIVE,3052560.37,,0.0191,-4912142.14,2
2025-08-01,ACC0000003801,CUST0001917,INVESTMENT,Reksa Dana,2022-12-16,ACTIVE,0.00,,0.0214,1718929.57,1
2025-08-01,ACC0000003816,CUST0001925,LOAN,KPR Rumah,2022-06-11,ACTIVE,0.00,,0.1053,-6917521.63,2
2025-08-01,ACC0000003949,CUST0001990,INVESTMENT,Reksa Dana,2023-03-23,ACTIVE,0.00,,0.0185,-3362778.17,1
2025-08-01,ACC0000004172,CUST0002102,LOAN,KPR Rumah,2023-01-19,ACTIVE,0.00,,0.0723,0.00,0
2025-08-01,ACC0000004200,CUST0002116,LOAN,KTA Personal,2022-05-22,ACTIVE,0.00,,0.0152,0.00,0
2025-08-01,ACC0000004718,CUST0002368,CREDIT_CARD,Kartu Classic,2022-04-09,ACTIVE,0.00,8049136.03,0.1384,4004416.88,5
2025-08-01,ACC0000004788,CUST0002401,LOAN,Kredit Usaha,2023-10-22,ACTIVE,0.00,,0.0999,9428360.53,2
2025-08-01,ACC0000004842,CUST0002429,LOAN,Kredit Usaha,2021-05-15,ACTIVE,0.00,,0.1334,2261301.54,1
2025-08-01,ACC0000004920,CUST0002468,LOAN,KPR Rumah,2021-03-13,ACTIVE,0.00,,0.0132,2688057.34,1
2025-08-01,ACC0000005028,CUST0002522,SAVINGS,Tabungan Negara Plus,2023-03-02,ACTIVE,23964704.81,,0.0339,2309416.79,1
2025-08-01,ACC0000005049,CUST0002530,INVESTMENT,Deposito,2022-12-29,ACTIVE,0.00,,0.126,-6551284.01,2
2025-08-01,ACC0000005119,CUST0002570,CREDIT_CARD,Kartu Virtual,2025-01-07,ACTIVE,0.00,21974434.18,0.1157,1228322.67,1
2025-08-01,ACC0000005646,CUST0002834,LOAN,KTA Personal,2023-08-07,ACTIVE,0.00,,0.0531,-5108501.20,2
2025-08-01,ACC0000006087,CUST0003059,CREDIT_CARD,Kartu Gold,2021-11-18,ACTIVE,0.00,9590846.55,0.1013,-3829545.97,4
2025-08-01,ACC0000006126,CUST0003078,LOAN,KPR Rumah,2023-03-16,ACTIVE,0.00,,0.0572,4971873.16,1
2025-08-01,ACC0000006475,CUST0003252,LOAN,Kredit Kendaraan,2024-08-11,ACTIVE,0.00,,0.0416,-6568351.75,2
2025-08-01,ACC0000006560,CUST0003294,CREDIT_CARD,Kartu Gold,2024-11-17,ACTIVE,0.00,9406124.38,0.0882,923276.61,1
2025-08-01,ACC0000006605,CUST0003317,CREDIT_CARD,Kartu Gold,2022-03-09,DORMANT,0.00,17647465.69,0.0746,0.00,0
2025-08-01,ACC0000006806,CUST0003416,CREDIT_CARD,Kartu Classic,2024-08-30,ACTIVE,0.00,28833443.08,0.1279,0.00,0
2025-08-01,ACC0000007391,CUST0003717,INVESTMENT,Obligasi,2021-05-31,ACTIVE,0.00,,0.1293,-2467596.64,2
2025-08-01,ACC0000000099,CUST0000051,CREDIT_CARD,Kartu Virtual,2023-12-04,ACTIVE,0.00,38890515.06,0.1015,6362499.85,5
2025-08-01,ACC0000000279,CUST0000139,SAVINGS,Tabungan Haji,2023-03-30,ACTIVE,30097719.87,,0.084,2442471.14,4
2025-08-01,ACC0000000300,CUST0000149,LOAN,Kredit Usaha,2023-05-26,ACTIVE,0.00,,0.1361,0.00,0
2025-08-01,ACC0000000346,CUST0000173,CREDIT_CARD,Kartu Platinum,2022-08-04,ACTIVE,0.00,23361863.55,0.1466,0.00,0
2025-08-01,ACC0000000634,CUST0000316,INVESTMENT,Obligasi,2025-01-14,ACTIVE,0.00,,0.1374,-219378.98,4
2025-08-01,ACC0000000694,CUST0000345,SAVINGS,Tabungan Rencana,2022-04-26,ACTIVE,38799043.27,,0.052,2142610.66,1
2025-08-01,ACC0000000769,CUST0000381,SAVINGS,Tabungan Negara Plus,2024-06-23,ACTIVE,28764178.83,,0.021,-1863675.88,4
2025-08-01,ACC0000000817,CUST0000407,INVESTMENT,SBN Retail,2025-04-11,ACTIVE,0.00,,0.1081,0.00,0
2025-08-01,ACC0000001099,CUST0000550,INVESTMENT,Reksa Dana,2024-01-31,ACTIVE,0.00,,0.0157,-2438496.51,2
2025-08-01,ACC0000001223,CUST0000615,CREDIT_CARD,Kartu Virtual,2024-06-20,ACTIVE,0.00,28159728.59,0.0971,-8401058.20,5
2025-08-01,ACC0000001361,CUST0000683,SAVINGS,Tabungan Rencana,2022-07-25,ACTIVE,2044390.79,,0.0965,-7978897.01,2
2025-08-01,ACC0000002118,CUST0001066,CREDIT_CARD,Kartu Gold,2022-07-17,ACTIVE,0.00,35926017.04,0.0552,6280375.20,2
2025-08-01,ACC0000002174,CUST0001093,LOAN,Kredit Kendaraan,2021-10-07,ACTIVE,0.00,,0.0634,0.00,0
2025-08-01,ACC0000002199,CUST0001104,CREDIT_CARD,Kartu Gold,2023-10-21,ACTIVE,0.00,25775602.49,0.0261,-278509.82,2
2025-08-01,ACC0000002360,CUST0001181,INVESTMENT,Obligasi,2023-12-08,ACTIVE,0.00,,0.1012,2470798.05,3
2025-08-01,ACC0000002370,CUST0001187,SAVINGS,Tabungan Haji,2024-05-12,ACTIVE,33764676.96,,0.132,398562.40,4
2025-08-01,ACC0000002826,CUST0001426,LOAN,KTA Personal,2023-05-14,ACTIVE,0.00,,0.1054,4994957.07,3
2025-08-01,ACC0000002932,CUST0001479,INVESTMENT,Deposito,2021-06-03,ACTIVE,0.00,,0.1019,-547429.37,4
2025-08-01,ACC0000003046,CUST0001533,CREDIT_CARD,Kartu Gold,2021-08-28,ACTIVE,0.00,17932732.19,0.1024,-2764676.14,1
2025-08-01,ACC0000003334,CUST0001678,INVESTMENT,Reksa Dana,2022-08-09,ACTIVE,0.00,,0.0965,4104655.51,2
2025-08-01,ACC0000003449,CUST0001732,LOAN,KPR Rumah,2022-05-31,ACTIVE,0.00,,0.0574,1067025.26,3
2025-08-01,ACC0000003834,CUST0001933,INVESTMENT,Deposito,2024-01-28,ACTIVE,0.00,,0.0443,0.00,0
2025-08-01,ACC0000004040,CUST0002039,LOAN,Kredit Kendaraan,2023-05-17,ACTIVE,0.00,,0.0215,-2904827.12,1
2025-08-01,ACC0000004973,CUST0002493,INVESTMENT,Deposito,2022-12-07,ACTIVE,0.00,,0.0413,3276302.12,1
2025-08-01,ACC0000005362,CUST0002692,LOAN,Kredit Kendaraan,2024-07-10,ACTIVE,0.00,,0.1055,0.00,0
2025-08-01,ACC0000005566,CUST0002792,CREDIT_CARD,Kartu Gold,2021-10-21,CLOSED,0.00,32531843.18,0.1374,0.00,0
2025-08-01,ACC0000006044,CUST0003038,CREDIT_CARD,Kartu Classic,2022-06-05,SUSPENDED,0.00,32857922.25,0.1236,0.00,0
2025-08-01,ACC0000006313,CUST0003169,SAVINGS,Tabungan Haji,2023-02-06,ACTIVE,25153498.72,,0.0689,-1171309.61,1
2025-08-01,ACC0000006795,CUST0003410,CREDIT_CARD,Kartu Classic,2022-09-04,ACTIVE,0.00,22164137.15,0.0858,-3469832.62,1
2025-08-01,ACC0000007782,CUST0003912,INVESTMENT,Obligasi,2024-06-11,ACTIVE,0.00,,0.091,-625923.10,3
2025-08-01,ACC0000007840,CUST0003939,SAVINGS,Tabungan Negara Plus,2021-04-11,ACTIVE,30416724.79,,0.1188,0.00,0
2025-08-01,ACC0000007912,CUST0003978,SAVINGS,Tabungan Rencana,2024-10-22,ACTIVE,34420615.69,,0.0669,0.00,0
2025-08-01,ACC0000000170,CUST0000084,SAVINGS,Tabungan Haji,2025-06-14,ACTIVE,9905813.26,,0.1198,2390912.28,1
2025-08-01,ACC0000000249,CUST0000125,SAVINGS,Tabungan Rencana,2023-10-14,ACTIVE,28243589.32,,0.1162,-4242385.37,1
2025-08-01,ACC0000000400,CUST0000202,LOAN,KTA Personal,2022-02-10,ACTIVE,0.00,,0.0178,-768437.97,2
2025-08-01,ACC0000000600,CUST0000301,SAVINGS,Tabungan Haji,2022-05-09,ACTIVE,2266753.05,,0.0689,-1696507.31,1
2025-08-01,ACC0000000667,CUST0000329,LOAN,Kredit Usaha,2022-11-21,ACTIVE,0.00,,0.07,389913.01,3
2025-08-01,ACC0000000728,CUST0000362,SAVINGS,Tabungan Haji,2022-11-14,ACTIVE,44602025.22,,0.0835,-8592481.00,2
2025-08-01,ACC0000000873,CUST0000432,INVESTMENT,SBN Retail,2023-08-11,ACTIVE,0.00,,0.0287,-565670.70,1
2025-08-01,ACC0000001254,CUST0000630,INVESTMENT,Obligasi,2021-05-22,ACTIVE,0.00,,0.048,0.00,0
2025-08-01,ACC0000001818,CUST0000915,SAVINGS,Tabungan Rencana,2021-05-14,ACTIVE,28654702.74,,0.1474,0.00,0
2025-08-01,ACC0000002066,CUST0001040,LOAN,Kredit Kendaraan,2022-05-08,ACTIVE,0.00,,0.0221,0.00,0
2025-08-01,ACC0000002163,CUST0001089,SAVINGS,Tabungan Haji,2023-05-17,ACTIVE,48910499.68,,0.0875,11859083.43,3
2025-08-01,ACC0000002256,CUST0001131,INVESTMENT,Deposito,2022-10-01,ACTIVE,0.00,,0.0928,0.00,0
2025-08-01,ACC0000002276,CUST0001141,LOAN,KPR Rumah,2024-05-23,CLOSED,0.00,,0.054,0.00,0
2025-08-01,ACC0000002365,CUST0001184,CREDIT_CARD,Kartu Virtual,2024-03-31,ACTIVE,0.00,10197650.15,0.109,354275.29,1
2025-08-01,ACC0000002924,CUST0001476,INVESTMENT,Deposito,2023-07-09,DORMANT,0.00,,0.0682,0.00,0
2025-08-01,ACC0000003025,CUST0001524,INVESTMENT,Deposito,2022-03-09,ACTIVE,0.00,,0.0695,2396266.67,2
2025-08-01,ACC0000003087,CUST0001554,INVESTMENT,Reksa Dana,2022-03-16,ACTIVE,0.00,,0.0612,-4329477.64,3
2025-08-01,ACC0000003102,CUST0001562,SAVINGS,Tabungan Haji,2022-04-30,ACTIVE,46775263.84,,0.0927,0.00,0
2025-08-01,ACC0000003346,CUST0001683,INVESTMENT,Reksa Dana,2024-02-29,ACTIVE,0.00,,0.0577,-4417555.23,1
2025-08-01,ACC0000003439,CUST0001728,SAVINGS,Tabungan Negara Plus,2021-11-27,ACTIVE,38711296.70,,0.1075,-6320529.04,3
2025-08-01,ACC0000003503,CUST0001762,LOAN,Kredit Kendaraan,2021-05-30,ACTIVE,0.00,,0.038,-7325156.82,6
2025-08-01,ACC0000003731,CUST0001879,SAVINGS,Tabungan Berjangka,2025-02-10,SUSPENDED,29673865.40,,0.0231,0.00,0
2025-08-01,ACC0000003736,CUST0001880,CREDIT_CARD,Kartu Virtual,2024-10-12,ACTIVE,0.00,34364047.12,0.0921,-2579732.65,1
2025-08-01,ACC0000003927,CUST0001980,SAVINGS,Tabungan Haji,2024-07-06,ACTIVE,30892844.66,,0.0587,532618.37,1
2025-08-01,ACC0000004031,CUST0002033,LOAN,KPR Rumah,2025-01-02,ACTIVE,0.00,,0.1004,3359060.42,1
2025-08-01,ACC0000004679,CUST0002347,CREDIT_CARD,Kartu Classic,2022-07-30,ACTIVE,0.00,41004581.76,0.1218,0.00,0
2025-08-01,ACC0000004717,CUST0002368,SAVINGS,Tabungan Rencana,2022-05-01,ACTIVE,43037842.72,,0.0314,4030545.52,1
2025-08-01,ACC0000005438,CUST0002729,SAVINGS,Tabungan Negara Plus,2023-05-16,ACTIVE,8541087.15,,0.1368,3496359.97,1
2025-08-01,ACC0000005637,CUST0002829,CREDIT_CARD,Kartu Gold,2024-09-16,DORMANT,0.00,35603843.40,0.0205,0.00,0
2025-08-01,ACC0000007194,CUST0003620,LOAN,Kredit Usaha,2024-05-21,ACTIVE,0.00,,0.0897,574753.00,1
2025-08-01,ACC0000007477,CUST0003756,SAVINGS,Tabungan Berjangka,2023-05-02,ACTIVE,32985033.19,,0.1415,-8403362.47,3
2025-08-01,ACC0000007595,CUST0003814,CREDIT_CARD,Kartu Gold,2025-01-05,DORMANT,0.00,43976427.70,0.0783,0.00,0
2025-08-01,ACC0000007607,CUST0003820,CREDIT_CARD,Kartu Platinum,2024-11-30,DORMANT,0.00,44906364.88,0.0679,0.00,0
2025-08-01,ACC0000007736,CUST0003889,SAVINGS,Tabungan Negara Plus,2025-01-01,ACTIVE,41517309.12,,0.0141,510467.94,1
2025-08-01,ACC0000000078,CUST0000041,SAVINGS,Tabungan Berjangka,2021-06-02,ACTIVE,5003589.70,,0.078,-4426189.35,1
2025-08-01,ACC0000000097,CUST0000050,INVESTMENT,SBN Retail,2021-06-07,ACTIVE,0.00,,0.0109,-4210257.63,1
2025-08-01,ACC0000000580,CUST0000293,LOAN,Kredit Kendaraan,2024-01-21,ACTIVE,0.00,,0.1185,0.00,0
2025-08-01,ACC0000000595,CUST0000300,CREDIT_CARD,Kartu Classic,2025-01-18,ACTIVE,0.00,33037427.06,0.0828,0.00,0
2025-08-01,ACC0000000648,CUST0000322,INVESTMENT,SBN Retail,2023-06-17,DORMANT,0.00,,0.0879,0.00,0
2025-08-01,ACC0000000788,CUST0000391,LOAN,Kredit Kendaraan,2022-02-25,DORMANT,0.00,,0.1302,0.00,0
2025-08-01,ACC0000001495,CUST0000749,SAVINGS,Tabungan Berjangka,2021-06-19,ACTIVE,3742684.03,,0.1271,-3775034.86,1
2025-08-01,ACC0000001517,CUST0000759,LOAN,KPR Rumah,2022-08-03,ACTIVE,0.00,,0.0385,0.00,0
